,result,prop,energy
1,000001,0.02270440906676325,25.0
9,001001,0.027921675254331813,26.0
18,010010,0.032431328850005124,27.0
26,011010,0.03307658806067627,28.0
38,100110,0.03209274315926218,28.0
29,011101,0.024552993350187104,29.0
5,000101,0.02815040186041198,30.0
33,100001,0.030165166061241994,31.0
42,101010,0.030189841836336818,32.0
22,010110,0.034680331013158004,32.0
20,010100,0.026913563162066455,36.0
6,000110,0.030329690043513057,38.0
34,100010,0.0304476406924024,39.0
41,101001,0.03107857234110527,40.0
24,011000,0.027084131093554363,48.0
45,101101,0.02264115978439949,49.0
10,001010,0.029366009554054592,50.0
17,010001,0.030735990456028237,51.0
37,100101,0.03214386939363201,52.0
16,010000,0.018688170271772723,63.0
36,100100,0.027704354898263006,64.0
2,000010,0.024705892866581414,65.0
25,011001,0.03246274230929039,68.0
13,001101,0.019480263912114125,83.0
40,101000,0.027486233773092512,84.0
30,011110,0.02213913697859277,85.0
21,010101,0.03316244601528225,88.0
4,000100,0.013219561341054325,106.0
32,100000,0.01954615735683642,107.0
8,001000,0.013574450324259168,134.0
46,101110,0.01934296403598602,137.0
0,000000,0.007740117921544002,165.0
53,110101,0.01467471890692744,166.0
28,011100,0.016383464882322105,201.0
57,111001,0.01355608220600024,202.0
14,001110,0.018141966762128377,203.0
49,110001,0.01262306875343682,241.0
44,101100,0.015726866234198764,285.0
54,110110,0.010795266375666112,334.0
12,001100,0.00757084004112787,383.0
58,111010,0.009634332243063422,386.0
50,110010,0.009388513179876459,441.0
61,111101,0.0071958251425688294,499.0
52,110100,0.00728014400480366,562.0
56,111000,0.00674763998603589,630.0
48,110000,0.00480934756132461,701.0
62,111110,0.004417534847748317,779.0
23,010111,0.0001519460511416664,1028.0
60,111100,0.0028719717558491585,1119.0
27,011011,4.61100755319683e-05,1120.0
19,010011,0.00012149297592727226,1215.0
39,100111,3.637209696894497e-05,1216.0
43,101011,7.351599437739148e-05,1316.0
7,000111,9.959296329526969e-05,1418.0
35,100011,3.6971329199878284e-05,1419.0
11,001011,6.72457486954875e-05,1526.0
3,000011,6.545365175971969e-05,1637.0
31,011111,0.0001010037267666463,1753.0
47,101111,0.0002163479211551734,1997.0
15,001111,0.0001647522167564838,2255.0
55,110111,0.00023087215751820228,2674.0
59,111011,0.00019037448120888694,2822.0
51,110011,0.00029129645679614195,2973.0
63,111111,0.00033047223201031065,3791.0
