,result,prop,energy
1,000001,0.01878400182631442,25.0
9,001001,0.028369641509448273,26.0
18,010010,0.03714415343375992,27.0
26,011010,0.040303160004674134,28.0
38,100110,0.03904980859506707,28.0
29,011101,0.028502348698139984,29.0
5,000101,0.028058480683454116,30.0
33,100001,0.03460740875423527,31.0
42,101010,0.03659235992548454,32.0
22,010110,0.04230699722742149,32.0
20,010100,0.019490507475710715,36.0
6,000110,0.03159024892081104,38.0
34,100010,0.03542358591292676,39.0
41,101001,0.038399458090270566,40.0
24,011000,0.0204432309241564,48.0
45,101101,0.02635030696245274,49.0
10,001010,0.031144247796930022,50.0
17,010001,0.03472464179441062,51.0
37,100101,0.03976738221915511,52.0
16,010000,0.009611602913566693,63.0
36,100100,0.021616767453021584,64.0
2,000010,0.022104009595791032,65.0
25,011001,0.04022690405838737,68.0
13,001101,0.018360610481838267,83.0
40,101000,0.022287176187282442,84.0
30,011110,0.02573623297671014,85.0
21,010101,0.04107048033704928,88.0
4,000100,0.004381715786750884,106.0
32,100000,0.01115661856374269,107.0
8,001000,0.00482841673330753,134.0
46,101110,0.02249754349629814,137.0
0,000000,0.0015969283597588452,165.0
53,110101,0.015772493504085806,166.0
28,011100,0.011032522048996045,201.0
57,111001,0.014550103052417742,202.0
14,001110,0.01817288897016827,203.0
49,110001,0.012462462337209608,241.0
44,101100,0.011494620641159699,285.0
54,110110,0.011786085437664717,334.0
12,001100,0.002226538969147224,383.0
58,111010,0.010487811806965374,386.0
50,110010,0.009664826937819008,441.0
61,111101,0.007073975806773895,499.0
52,110100,0.004516887957277475,562.0
56,111000,0.004388862993115958,630.0
48,110000,0.002055188723654685,701.0
62,111110,0.004454835568058628,779.0
23,010111,5.6333608354210084e-05,1028.0
60,111100,0.001690811953021187,1119.0
27,011011,4.013578635439591e-05,1120.0
19,010011,6.767119172942132e-05,1215.0
39,100111,0.00012661182025128318,1216.0
43,101011,0.00020611146358811937,1316.0
7,000111,0.00012402154343794098,1418.0
35,100011,0.00011747437189625444,1419.0
11,001011,0.0001419054049354489,1526.0
3,000011,0.00010580504456651249,1637.0
31,011111,6.464215673122978e-05,1753.0
47,101111,0.00013861388311920818,1997.0
15,001111,0.00011340629087625055,2255.0
55,110111,7.528465769272483e-06,2674.0
59,111011,2.97955057565826e-07,2822.0
51,110011,3.112493021188921e-05,2973.0
63,111111,0.000300421677247362,3791.0
