,result,prop,energy
1,000001,0.022210951397301223,25.0
9,001001,0.02820348587510393,26.0
18,010010,0.03335978151869992,27.0
26,011010,0.03420620035972971,28.0
38,100110,0.03315767185347507,28.0
29,011101,0.025220732101642624,29.0
5,000101,0.02836422175300427,30.0
33,100001,0.031002799594604495,31.0
42,101010,0.03114081281853419,32.0
22,010110,0.03590451118220816,32.0
20,010100,0.02598384925104758,36.0
6,000110,0.030792595818781982,38.0
34,100010,0.03135510215471301,39.0
41,101001,0.03219454259181915,40.0
24,011000,0.02628235402318444,48.0
45,101101,0.023246676539728145,49.0
10,001010,0.029877597812879936,50.0
17,010001,0.03154022279747128,51.0
37,100101,0.03332350220992757,52.0
16,010000,0.017167099934962564,63.0
36,100100,0.027010647473020063,64.0
2,000010,0.02448666742552369,65.0
25,011001,0.03367569824626679,68.0
13,001101,0.019378486074052348,83.0
40,101000,0.0269238915719968,84.0
30,011110,0.022710512742265796,85.0
21,010101,0.03441642926435115,88.0
4,000100,0.011449339609804567,106.0
32,100000,0.01820653521037361,107.0
8,001000,0.011867709475502908,134.0
46,101110,0.019813352357425134,137.0
0,000000,0.006202751094373376,165.0
53,110101,0.014846430453718817,166.0
28,011100,0.015503554811761638,201.0
57,111001,0.013696835891473712,202.0
14,001110,0.018213851381784895,203.0
49,110001,0.012577369790465105,241.0
44,101100,0.015044428758386798,285.0
54,110110,0.010913171645358788,334.0
12,001100,0.006386137400323649,383.0
58,111010,0.009722217001685875,386.0
50,110010,0.009388528524691889,441.0
61,111101,0.007088892384956302,499.0
52,110100,0.006706766160098332,562.0
56,111000,0.006251321977242508,630.0
48,110000,0.004194604223017845,701.0
62,111110,0.004346591346009509,779.0
23,010111,0.00010247509625914189,1028.0
60,111100,0.002591678342024882,1119.0
27,011011,2.936432653098062e-05,1120.0
19,010011,9.242487122974631e-05,1215.0
39,100111,5.351557385860251e-05,1216.0
43,101011,0.00010949776959738738,1316.0
7,000111,0.0001032765724038326,1418.0
35,100011,5.88770450401402e-05,1419.0
11,001011,9.190419612567014e-05,1526.0
3,000011,7.920387307632549e-05,1637.0
31,011111,8.964633117184916e-05,1753.0
47,101111,0.00019537813971820056,1997.0
15,001111,0.00015165123287059007,2255.0
55,110111,0.0001202996249628226,2674.0
59,111011,8.912299830411833e-05,2822.0
51,110011,0.00017871851754220475,2973.0
63,111111,0.00030553160452290884,3791.0
