,result,prop,energy
1,000001,0.24794956399293394,25.0
9,001001,0.004296841680907221,26.0
18,010010,0.00632084643733896,27.0
26,011010,0.034965832575286494,28.0
38,100110,0.040918266300539324,28.0
29,011101,0.01866248766758495,29.0
5,000101,0.028916640547123354,30.0
33,100001,0.06317179278881899,31.0
42,101010,0.006250174349432666,32.0
22,010110,0.004463025891948294,32.0
20,010100,0.034260869195165244,36.0
6,000110,0.004830611613185256,38.0
34,100010,0.01003013020743297,39.0
41,101001,0.0021882171638939385,40.0
24,011000,0.03267584805672362,48.0
45,101101,0.0033146074703663164,49.0
10,001010,0.011820844878794519,50.0
17,010001,0.027402172744400537,51.0
37,100101,0.008106238660488119,52.0
16,010000,0.010467014953016647,63.0
36,100100,0.00021624598292353215,64.0
2,000010,0.030852424927784405,65.0
25,011001,0.011332918795598218,68.0
13,001101,0.002942555696526365,83.0
40,101000,0.0017616033151829466,84.0
30,011110,0.008973238558743107,85.0
21,010101,0.0005877861913376325,88.0
4,000100,0.009933319645273466,106.0
32,100000,0.0038025736075793814,107.0
8,001000,0.009683378441300242,134.0
46,101110,0.004458322640307442,137.0
0,000000,0.006554891201878141,165.0
53,110101,0.05632743126072238,166.0
28,011100,0.0025618372202752667,201.0
57,111001,0.020041379176542157,202.0
14,001110,0.011418813540962974,203.0
49,110001,0.0035278277911841216,241.0
44,101100,0.0015516926019858827,285.0
54,110110,0.004240064375108486,334.0
12,001100,1.8560041895139188e-05,383.0
58,111010,0.03426043605049171,386.0
50,110010,0.017104629315165355,441.0
61,111101,0.02448672477744532,499.0
52,110100,0.006225422634858352,562.0
56,111000,0.012038779786013157,630.0
48,110000,0.0017053950991247138,701.0
62,111110,0.012345004183004053,779.0
23,010111,0.006758527810904908,1028.0
60,111100,0.0016483480845795478,1119.0
27,011011,0.0024855168297670408,1120.0
19,010011,0.00822930736881965,1215.0
39,100111,0.01627663243214631,1216.0
43,101011,0.006567585566443636,1316.0
7,000111,0.013063465543369452,1418.0
35,100011,0.001993830068160438,1419.0
11,001011,0.008411580536053249,1526.0
3,000011,0.000931465651992683,1637.0
31,011111,0.017928533527764856,1753.0
47,101111,0.005411594507954707,1997.0
15,001111,0.0026159029343030687,2255.0
55,110111,0.0014434168871440252,2674.0
59,111011,0.005951149837250001,2822.0
51,110011,0.00029038627041845424,2973.0
63,111111,2.7472108317153933e-05,3791.0
