,result,prop,energy
1,000001,0.24893926413539363,25.0
9,001001,0.0041727551698434945,26.0
18,010010,0.006213311760260773,27.0
26,011010,0.03438579195182859,28.0
38,100110,0.04146966621321116,28.0
29,011101,0.017950838700795203,29.0
5,000101,0.029315542959947483,30.0
33,100001,0.06411679616443725,31.0
42,101010,0.005841876746180431,32.0
22,010110,0.00466065475881751,32.0
20,010100,0.03385640107064342,36.0
6,000110,0.004890166300368368,38.0
34,100010,0.00914392222365899,39.0
41,101001,0.0022487489292776137,40.0
24,011000,0.03207195310637083,48.0
45,101101,0.0031883893391038134,49.0
10,001010,0.011860371748415524,50.0
17,010001,0.02678041543278103,51.0
37,100101,0.008070014703314404,52.0
16,010000,0.010606302574249798,63.0
36,100100,0.00018840831136497218,64.0
2,000010,0.030080045553638787,65.0
25,011001,0.011897673656498249,68.0
13,001101,0.002832684919019779,83.0
40,101000,0.0020111112317617906,84.0
30,011110,0.009062192991333219,85.0
21,010101,0.0005507111523948471,88.0
4,000100,0.010122315520765503,106.0
32,100000,0.0037252759326099486,107.0
8,001000,0.00974687349910019,134.0
46,101110,0.004272636245216727,137.0
0,000000,0.006580759912557752,165.0
53,110101,0.055971150594567746,166.0
28,011100,0.0024823503345892187,201.0
57,111001,0.019453273250625094,202.0
14,001110,0.011538881050128494,203.0
49,110001,0.003395482057095129,241.0
44,101100,0.001706077419929363,285.0
54,110110,0.004428208487215557,334.0
12,001100,5.2126284416128434e-05,383.0
58,111010,0.03453297817766261,386.0
50,110010,0.016942549278285965,441.0
61,111101,0.024911228862236946,499.0
52,110100,0.005717846097975154,562.0
56,111000,0.01185229720461398,630.0
48,110000,0.0018927543831462027,701.0
62,111110,0.012755935154736924,779.0
23,010111,0.006812047034538319,1028.0
60,111100,0.0018402051844750773,1119.0
27,011011,0.0023812085489435834,1120.0
19,010011,0.008212016944894436,1215.0
39,100111,0.016910619005851488,1216.0
43,101011,0.00702550027201656,1316.0
7,000111,0.012718615437152338,1418.0
35,100011,0.0023198473793858442,1419.0
11,001011,0.008658401207740363,1526.0
3,000011,0.000904951934522483,1637.0
31,011111,0.017786995151003904,1753.0
47,101111,0.005180439492404067,1997.0
15,001111,0.0027852824440615345,2255.0
55,110111,0.001323064184417855,2674.0
59,111011,0.006345906804256934,2822.0
51,110011,0.0002817284549187206,2973.0
63,111111,2.6158967014033792e-05,3791.0
