,result,prop,energy
1,000001,0.249797129567159,25.0
9,001001,0.004042858609713627,26.0
18,010010,0.006108498330058584,27.0
26,011010,0.03369711634706647,28.0
38,100110,0.0421202644332314,28.0
29,011101,0.017128063759320522,29.0
5,000101,0.029814710906122508,30.0
33,100001,0.06509399731687515,31.0
42,101010,0.005379767327197502,32.0
22,010110,0.004914953810341461,32.0
20,010100,0.033335997761732,36.0
6,000110,0.004990717150127739,38.0
34,100010,0.008171799334030271,39.0
41,101001,0.002339109963595427,40.0
24,011000,0.03133267568987643,48.0
45,101101,0.003089266730991696,49.0
10,001010,0.011878390128340263,50.0
17,010001,0.02618422904147507,51.0
37,100101,0.008047220090670016,52.0
16,010000,0.01081079436965765,63.0
36,100100,0.0001770118269300433,64.0
2,000010,0.029222809385322634,65.0
25,011001,0.012535167600107042,68.0
13,001101,0.0027127936059914513,83.0
40,101000,0.0023241075338021645,84.0
30,011110,0.00925220534611193,85.0
21,010101,0.0005090278173556563,88.0
4,000100,0.010312328366014286,106.0
32,100000,0.0036054320422377628,107.0
8,001000,0.009757599812221547,134.0
46,101110,0.004057624565747694,137.0
0,000000,0.0066461324237454865,165.0
53,110101,0.055410700994155154,166.0
28,011100,0.0024276567934446284,201.0
57,111001,0.018887908363078368,202.0
14,001110,0.011683878057099006,203.0
49,110001,0.0032541528482257272,241.0
44,101100,0.0018976016724734448,285.0
54,110110,0.004637336613135512,334.0
12,001100,0.00011787045507248684,383.0
58,111010,0.034731033186730764,386.0
50,110010,0.01674955699546318,441.0
61,111101,0.025392061951647192,499.0
52,110100,0.005155666696966818,562.0
56,111000,0.011590754507117244,630.0
48,110000,0.002095618347063297,701.0
62,111110,0.013201235562894102,779.0
23,010111,0.006911004137502202,1028.0
60,111100,0.0020921040953644594,1119.0
27,011011,0.002261127479342395,1120.0
19,010011,0.008161878897377623,1215.0
39,100111,0.01759382086174761,1216.0
43,101011,0.007552361685698146,1316.0
7,000111,0.01232663522376479,1418.0
35,100011,0.002733609321707178,1419.0
11,001011,0.008946900036897344,1526.0
3,000011,0.0008751756349169122,1637.0
31,011111,0.01761397356316302,1753.0
47,101111,0.004932687605645579,1997.0
15,001111,0.0030113389185680815,2255.0
55,110111,0.0011841789884675389,2674.0
59,111011,0.006873811714200104,2822.0
51,110011,0.0002814505015840219,2973.0
63,111111,2.5107296299166723e-05,3791.0
