,result,prop,energy
1,000001,0.02710165427529005,25.0
9,001001,0.027515270206971126,26.0
18,010010,0.02647747716844648,27.0
26,011010,0.02401430432732989,28.0
38,100110,0.023118726406112337,28.0
29,011101,0.014670099962999682,29.0
5,000101,0.028828768178258277,30.0
33,100001,0.024721600286801076,31.0
42,101010,0.020978493084886602,32.0
22,010110,0.02615848145487738,32.0
20,010100,0.03727336971665508,36.0
6,000110,0.029437876908481254,38.0
34,100010,0.02393560417690304,39.0
41,101001,0.022580723153681974,40.0
24,011000,0.036300074179578215,48.0
45,101101,0.012824221316750194,49.0
10,001010,0.027691709779555884,50.0
17,010001,0.02659685832310279,51.0
37,100101,0.02448957805176767,52.0
16,010000,0.03260719326345483,63.0
36,100100,0.03666299841015722,64.0
2,000010,0.02823512770208498,65.0
25,011001,0.025137306868710668,68.0
13,001101,0.0168674101760953,83.0
40,101000,0.03535861195730414,84.0
30,011110,0.013171184781143338,85.0
21,010101,0.02696886523673783,88.0
4,000100,0.031232229846159667,106.0
32,100000,0.03268620736467844,107.0
8,001000,0.031205051264753238,134.0
46,101110,0.01106831741874199,137.0
0,000000,0.025613757574278542,165.0
53,110101,0.006280205663432464,166.0
28,011100,0.02270698008972033,201.0
57,111001,0.005628904058239924,202.0
14,001110,0.016050261752139465,203.0
49,110001,0.006983618117590932,241.0
44,101100,0.021402843119402784,285.0
54,110110,0.004773635792394906,334.0
12,001100,0.021533959432555264,383.0
58,111010,0.004110923709470401,386.0
50,110010,0.005593576146853683,441.0
61,111101,0.003657066393814753,499.0
52,110100,0.011801189802611673,562.0
56,111000,0.010866081503732897,630.0
48,110000,0.01236908080573819,701.0
62,111110,0.0023376092230251093,779.0
23,010111,0.00027274137367063313,1028.0
60,111100,0.0065875694237502655,1119.0
27,011011,0.0004214285383979202,1120.0
19,010011,1.2389790383693198e-05,1215.0
39,100111,0.0006103749502236949,1216.0
43,101011,0.0008179212681802015,1316.0
7,000111,0.0004059083273674936,1418.0
35,100011,6.894768596107473e-05,1419.0
11,001011,0.00026014536558974493,1526.0
3,000011,0.0014572889168646993,1637.0
31,011111,0.00019691649218092402,1753.0
47,101111,0.00042003930385201325,1997.0
15,001111,0.00012578266602532984,2255.0
55,110111,0.0001905767722078281,2674.0
59,111011,0.0002473059831209546,2822.0
51,110011,4.7659995556692246e-05,2973.0
63,111111,0.00023191471318494014,3791.0
