,result,prop,energy
1,000001,0.24475005571927413,25.0
9,001001,0.0031158777100727484,26.0
18,010010,0.005841626223131276,27.0
26,011010,0.027226059146742223,28.0
38,100110,0.04774386347559653,28.0
29,011101,0.009506960206205402,29.0
5,000101,0.03520609045670717,30.0
33,100001,0.06844201724938784,31.0
42,101010,0.0022791145627880766,32.0
22,010110,0.008846536676255855,32.0
20,010100,0.02806293398244785,36.0
6,000110,0.0061529421519141425,38.0
34,100010,0.002363390835381728,39.0
41,101001,0.0037468173624884233,40.0
24,011000,0.024808431058487714,48.0
45,101101,0.0032660472978423742,49.0
10,001010,0.012365269603549287,50.0
17,010001,0.0234026691924711,51.0
37,100101,0.0074889131157444685,52.0
16,010000,0.012765232336322202,63.0
36,100100,0.0008726871525953159,64.0
2,000010,0.02277839923227714,65.0
25,011001,0.018227808309739694,68.0
13,001101,0.002235752335606595,83.0
40,101000,0.0055337498967953725,84.0
30,011110,0.013726183259294887,85.0
21,010101,0.00012975297622795586,88.0
4,000100,0.010749514304619835,106.0
32,100000,0.0018065630419039007,107.0
8,001000,0.008332173092607717,134.0
46,101110,0.002832299391967544,137.0
0,000000,0.008639990575289596,165.0
53,110101,0.044398638247085516,166.0
28,011100,0.0034657567818697265,201.0
57,111001,0.016978771589394998,202.0
14,001110,0.013025300668124089,203.0
49,110001,0.0020416149306729456,241.0
44,101100,0.003682184113793745,285.0
54,110110,0.006625927197562008,334.0
12,001100,0.0016075908091830182,383.0
58,111010,0.03405526727283768,386.0
50,110010,0.015332030749487708,441.0
61,111101,0.027069366131053253,499.0
52,110100,0.0014835783450523874,562.0
56,111000,0.00883402646113109,630.0
48,110000,0.0032077292786867944,701.0
62,111110,0.015201053650317445,779.0
23,010111,0.010215552739777471,1028.0
60,111100,0.005760156519997079,1119.0
27,011011,0.001186499668179103,1120.0
19,010011,0.006870021891254088,1215.0
39,100111,0.021888781346821307,1216.0
43,101011,0.01183645662416203,1316.0
7,000111,0.010073105642522192,1418.0
35,100011,0.007426504287497124,1419.0
11,001011,0.011151100617603701,1526.0
3,000011,0.0014165584441170405,1637.0
31,011111,0.01556225496951001,1753.0
47,101111,0.0036019869073899303,1997.0
15,001111,0.006811154319074345,2255.0
55,110111,0.0011830475068268927,2674.0
59,111011,0.014362943449032953,2822.0
51,110011,0.00032042901665313526,2973.0
63,111111,7.888789157654174e-05,3791.0
