,result,prop,energy
1,000001,0.2503887655085491,25.0
9,001001,0.0036789684138076447,26.0
18,010010,0.005900513116977631,27.0
26,011010,0.03128225187532876,28.0
38,100110,0.0443696785489628,28.0
29,011101,0.014235556226729732,29.0
5,000101,0.031750964439390204,30.0
33,100001,0.0675060060597053,31.0
42,101010,0.003976345838975581,32.0
22,010110,0.006030272497292202,32.0
20,010100,0.03137286572548492,36.0
6,000110,0.005465954669265004,38.0
34,100010,0.005374271346127749,39.0
41,101001,0.002766772065132004,40.0
24,011000,0.02875308667129813,48.0
45,101101,0.0030028109447489365,49.0
10,001010,0.011926644874184126,50.0
17,010001,0.024821184000402334,51.0
37,100101,0.00794729724027481,52.0
16,010000,0.011651650206288788,63.0
36,100100,0.0002856795210984474,64.0
2,000010,0.026543793840766258,65.0
25,011001,0.014633521583780236,68.0
13,001101,0.0023992712376828605,83.0
40,101000,0.003519503941371962,84.0
30,011110,0.0104596714203178,85.0
21,010101,0.00036313644950546195,88.0
4,000100,0.010720816700337726,106.0
32,100000,0.003013246372885881,107.0
8,001000,0.009437478513888278,134.0
46,101110,0.003416329236948093,137.0
0,000000,0.007129426608318175,165.0
53,110101,0.052425569928626306,166.0
28,011100,0.002528148992737945,201.0
57,111001,0.017670535123631245,202.0
14,001110,0.012213674440665475,203.0
49,110001,0.0027945261374996656,241.0
44,101100,0.002603656189706369,285.0
54,110110,0.005340431718605886,334.0
12,001100,0.0005217641140444946,383.0
58,111010,0.034778128308344924,386.0
50,110010,0.01611426834532096,441.0
61,111101,0.02663009431915903,499.0
52,110100,0.00347535476896057,562.0
56,111000,0.010542478670936897,630.0
48,110000,0.0026495444586908507,701.0
62,111110,0.014429197797198756,779.0
23,010111,0.007617575674138593,1028.0
60,111100,0.0031923640791954692,1119.0
27,011011,0.0018457854130857169,1120.0
19,010011,0.007805849881733581,1215.0
39,100111,0.019510932639711,1216.0
43,101011,0.009290900370888618,1316.0
7,000111,0.011139366274390975,1418.0
35,100011,0.004365893495707936,1419.0
11,001011,0.009880215189534918,1526.0
3,000011,0.0008518117352133136,1637.0
31,011111,0.01696848333898944,1753.0
47,101111,0.004275308849897821,1997.0
15,001111,0.004047519895407457,2255.0
55,110111,0.0008675086723362124,2674.0
59,111011,0.009155691166812304,2822.0
51,110011,0.000314010858636624,2973.0
63,111111,2.96734543506661e-05,3791.0
