,result,prop,energy
1,000001,0.24764212652256698,25.0
9,001001,0.0043891458741696435,26.0
18,010010,0.006365783594124196,27.0
26,011010,0.03525390753514767,28.0
38,100110,0.04010230759868068,28.0
29,011101,0.01893217987050308,29.0
5,000101,0.028850280297072692,30.0
33,100001,0.06407811474207145,31.0
42,101010,0.00613684093279216,32.0
22,010110,0.004574058525232239,32.0
20,010100,0.034173684424479794,36.0
6,000110,0.0045771577934697735,38.0
34,100010,0.010155824107609153,39.0
41,101001,0.001933521094455176,40.0
24,011000,0.03257427289570529,48.0
45,101101,0.0030254580841289915,49.0
10,001010,0.012127250137827016,50.0
17,010001,0.02712505158823334,51.0
37,100101,0.007947314733732357,52.0
16,010000,0.01027545101256004,63.0
36,100100,0.00016418619570339802,64.0
2,000010,0.030424401514670834,65.0
25,011001,0.011393300215490582,68.0
13,001101,0.0029532893577566086,83.0
40,101000,0.0017680763009710276,84.0
30,011110,0.008840513458502825,85.0
21,010101,0.0005975909484164027,88.0
4,000100,0.009825373847017031,106.0
32,100000,0.004118441792064275,107.0
8,001000,0.010211352392116978,134.0
46,101110,0.004320269101430363,137.0
0,000000,0.006564060110921795,165.0
53,110101,0.05769522509342702,166.0
28,011100,0.0022865101764324275,201.0
57,111001,0.019748636576133464,202.0
14,001110,0.011195685378593589,203.0
49,110001,0.0035595393359771814,241.0
44,101100,0.0016875976116515208,285.0
54,110110,0.004082830143946459,334.0
12,001100,7.3869055941952006e-06,383.0
58,111010,0.03409717891719254,386.0
50,110010,0.016759748990672174,441.0
61,111101,0.02426578627121541,499.0
52,110100,0.006332883638072273,562.0
56,111000,0.012448976629555816,630.0
48,110000,0.0016652457903599599,701.0
62,111110,0.012334628965359029,779.0
23,010111,0.006625684342573893,1028.0
60,111100,0.0017187079532416563,1119.0
27,011011,0.0024740473946923466,1120.0
19,010011,0.00831186997959139,1215.0
39,100111,0.016566626541964592,1216.0
43,101011,0.00669622644592948,1316.0
7,000111,0.013082409489633722,1418.0
35,100011,0.001957842967880283,1419.0
11,001011,0.008454064431874525,1526.0
3,000011,0.0009498879266325146,1637.0
31,011111,0.018108474155942814,1753.0
47,101111,0.005215502873087779,1997.0
15,001111,0.0026299431980305833,2255.0
55,110111,0.0014301229725137991,2674.0
59,111011,0.005882848488203037,2822.0
51,110011,0.0002849038465280077,2973.0
63,111111,2.2389967859244496e-05,3791.0
