,result,prop,energy
1,000001,0.016411829398283555,25.0
9,001001,0.01714121104374111,26.0
18,010010,0.017777174449377965,27.0
26,011010,0.017989401269827707,28.0
38,100110,0.01793909892837074,28.0
29,011101,0.017777278768775974,29.0
5,000101,0.017060450094235215,30.0
33,100001,0.017689468708150958,31.0
42,101010,0.017838645948060408,32.0
22,010110,0.017986738388546024,32.0
20,010100,0.01562088381380597,36.0
6,000110,0.01740444015641663,38.0
34,100010,0.01780987558495926,39.0
41,101001,0.01797971414374021,40.0
24,011000,0.015656797313190005,48.0
45,101101,0.017767110790719944,49.0
10,001010,0.017347428588267273,50.0
17,010001,0.017503780152055413,51.0
37,100101,0.017915307395361006,52.0
16,010000,0.014533683405421667,63.0
36,100100,0.01580544317885583,64.0
2,000010,0.016724064163286777,65.0
25,011001,0.017905006991013626,68.0
13,001101,0.016733907811135273,83.0
40,101000,0.015890017345125573,84.0
30,011110,0.017610536790975025,85.0
21,010101,0.017842290872928518,88.0
4,000100,0.01336835432767693,106.0
32,100000,0.014813548350334924,107.0
8,001000,0.013607778485300938,134.0
46,101110,0.017499015417240218,137.0
0,000000,0.012178908998995876,165.0
53,110101,0.01729544990956329,166.0
28,011100,0.015160235919921794,201.0
57,111001,0.017257441154036934,202.0
14,001110,0.016836909404972494,203.0
49,110001,0.016807051595886115,241.0
44,101100,0.015271696967106273,285.0
54,110110,0.0170041026819156,334.0
12,001100,0.012843813188535846,383.0
58,111010,0.01683952121406863,386.0
50,110010,0.016528509703987632,441.0
61,111101,0.016416136557188446,499.0
52,110100,0.014396636847058253,562.0
56,111000,0.014406310970410306,630.0
48,110000,0.013227388816105023,701.0
62,111110,0.015840321818355995,779.0
23,010111,0.015350777785172812,1028.0
60,111100,0.013241256477394991,1119.0
27,011011,0.015244514776821615,1120.0
19,010011,0.01470452829251358,1215.0
39,100111,0.014991101339485521,1216.0
43,101011,0.014846815008381161,1316.0
7,000111,0.013897641657797027,1418.0
35,100011,0.014394163105329087,1419.0
11,001011,0.013798043062414903,1526.0
3,000011,0.012945448042383413,1637.0
31,011111,0.01383662398323401,1753.0
47,101111,0.013434232893770166,1997.0
15,001111,0.01239269546798586,2255.0
55,110111,0.012091560758051446,2674.0
59,111011,0.011888284462850299,2822.0
51,110011,0.01137664140355255,2973.0
63,111111,0.010304953659556026,3791.0
