,result,prop,energy
1,000001,0.01945106336273187,25.0
9,001001,0.02847226699664129,26.0
18,010010,0.03659112710688406,27.0
26,011010,0.039237242465573086,28.0
38,100110,0.03801051629648014,28.0
29,011101,0.027946262278556656,29.0
5,000101,0.02825148844332,30.0
33,100001,0.034060177457086664,31.0
42,101010,0.03561627534356948,32.0
22,010110,0.04120493603733587,32.0
20,010100,0.02071704710324549,36.0
6,000110,0.031606427040562574,38.0
34,100010,0.034788230491347084,39.0
41,101001,0.03729174703429824,40.0
24,011000,0.021565880594862558,48.0
45,101101,0.025812742774586447,49.0
10,001010,0.03106283332113178,50.0
17,010001,0.03427203191725912,51.0
37,100101,0.03862792297213946,52.0
16,010000,0.010826627579160654,63.0
36,100100,0.02267542122623992,64.0
2,000010,0.02262154391796259,65.0
25,011001,0.03907296907071118,68.0
13,001101,0.018593051330787418,83.0
40,101000,0.02321591260591196,84.0
30,011110,0.0252089994168632,85.0
21,010101,0.03991070449147944,88.0
4,000100,0.005342754256503188,106.0
32,100000,0.01233346671852492,107.0
8,001000,0.005814999158210511,134.0
46,101110,0.022014760566563357,137.0
0,000000,0.0020755422849549556,165.0
53,110101,0.015604192397188063,166.0
28,011100,0.011794744946901659,201.0
57,111001,0.01438775370375542,202.0
14,001110,0.018231000002541003,203.0
49,110001,0.012479285419830106,241.0
44,101100,0.012113438946923957,285.0
54,110110,0.011611510544684626,334.0
12,001100,0.0027606684293983103,383.0
58,111010,0.010328102865316494,386.0
50,110010,0.009601602954768654,441.0
61,111101,0.00704266746469472,499.0
52,110100,0.004849836488502789,562.0
56,111000,0.004671545611224878,630.0
48,110000,0.0023544745935394763,701.0
62,111110,0.004404917269730534,779.0
23,010111,5.769134266783412e-05,1028.0
60,111100,0.0018186367655600843,1119.0
27,011011,3.775777942987812e-05,1120.0
19,010011,6.924238722634048e-05,1215.0
39,100111,0.0001207859186946724,1216.0
43,101011,0.0001998278637274463,1316.0
7,000111,0.00012491131437938885,1418.0
35,100011,0.00011435802418636684,1419.0
11,001011,0.00014131404462887492,1526.0
3,000011,0.00010693849226516883,1637.0
31,011111,6.715041599663702e-05,1753.0
47,101111,0.00014509304917293566,1997.0
15,001111,0.00011799964673808819,2255.0
55,110111,1.0293071768141055e-05,2674.0
59,111011,1.0463351506213837e-06,2822.0
51,110011,3.845395532187157e-05,2973.0
63,111111,0.000299786292585723,3791.0
