,result,prop,energy
1,000001,0.24286533280041633,25.0
9,001001,0.00486859603923631,26.0
18,010010,0.006835753108750372,27.0
26,011010,0.03685699470561147,28.0
38,100110,0.03867975174899401,28.0
29,011101,0.021050199427417145,29.0
5,000101,0.027782220561779487,30.0
33,100001,0.060559885014383585,31.0
42,101010,0.0074293239191308745,32.0
22,010110,0.004076552437441521,32.0
20,010100,0.035095632580278334,36.0
6,000110,0.004621665792962827,38.0
34,100010,0.013195506501783213,39.0
41,101001,0.0018923075131180426,40.0
24,011000,0.034220187467081865,48.0
45,101101,0.00372473439850437,49.0
10,001010,0.011766109695758914,50.0
17,010001,0.029975369654859155,51.0
37,100101,0.00824481121185511,52.0
16,010000,0.010168676172008765,63.0
36,100100,0.0003716716673126286,64.0
2,000010,0.03306679902720374,65.0
25,011001,0.009652528811033978,68.0
13,001101,0.0033299213116915255,83.0
40,101000,0.0011342455124198026,84.0
30,011110,0.009139325443078713,85.0
21,010101,0.0007202191002866755,88.0
4,000100,0.009090362220447347,106.0
32,100000,0.004170136983967502,107.0
8,001000,0.009533139160994871,134.0
46,101110,0.004880288801261477,137.0
0,000000,0.006726550401265848,165.0
53,110101,0.05772860331179207,166.0
28,011100,0.002747444766106884,201.0
57,111001,0.022300040182226775,202.0
14,001110,0.01087763908725453,203.0
49,110001,0.003993638167039795,241.0
44,101100,0.0012275754704573559,285.0
54,110110,0.0034850373584453228,334.0
12,001100,7.225138059376546e-05,383.0
58,111010,0.032674490116599245,386.0
50,110010,0.01712845298583044,441.0
61,111101,0.023042744241486043,499.0
52,110100,0.007987621745094417,562.0
56,111000,0.012760993330910395,630.0
48,110000,0.001018751792209121,701.0
62,111110,0.010883861742801811,779.0
23,010111,0.006664474961958342,1028.0
60,111100,0.001239078981466129,1119.0
27,011011,0.0027664378451704545,1120.0
19,010011,0.008117524491127437,1215.0
39,100111,0.014327042252304367,1216.0
43,101011,0.005193262770340144,1316.0
7,000111,0.014148958189542756,1418.0
35,100011,0.0011701163577793993,1419.0
11,001011,0.0077094313315758944,1526.0
3,000011,0.0010167958001124785,1637.0
31,011111,0.01841286243763842,1753.0
47,101111,0.006105533963677055,1997.0
15,001111,0.0022480862086013157,2255.0
55,110111,0.001734296735215706,2674.0
59,111011,0.005072226491691787,2822.0
51,110011,0.00039102492490464583,2973.0
63,111111,2.8901385692498623e-05,3791.0
