,result,prop,energy
1,000001,0.01967502066904716,25.0
9,001001,0.02849559527829049,26.0
18,010010,0.03639134845835425,27.0
26,011010,0.038870614984998914,28.0
38,100110,0.03765368625310184,28.0
29,011101,0.027753619309143968,29.0
5,000101,0.02830537354940095,30.0
33,100001,0.03386445686698832,31.0
42,101010,0.035282290728870305,32.0
22,010110,0.04082445275359017,32.0
20,010100,0.021133720944434893,36.0
6,000110,0.031598366727683166,38.0
34,100010,0.03456279099804393,39.0
41,101001,0.03691303402090602,40.0
24,011000,0.021945466489331326,48.0
45,101101,0.025627537892395583,49.0
10,001010,0.03102232270952029,50.0
17,010001,0.034107080914840646,51.0
37,100101,0.038237390155019264,52.0
16,010000,0.01125642717099497,63.0
36,100100,0.023031690175975467,64.0
2,000010,0.02279153165952785,65.0
25,011001,0.038677187953850216,68.0
13,001101,0.018667545763612434,83.0
40,101000,0.0235268411639743,84.0
30,011110,0.02502727120389748,85.0
21,010101,0.0395118110004972,88.0
4,000100,0.005699374140391202,106.0
32,100000,0.012745512507861777,107.0
8,001000,0.006177906207825479,134.0
46,101110,0.021849566394717718,137.0
0,000000,0.002266660122899901,165.0
53,110101,0.015546650670589674,166.0
28,011100,0.012058483242277984,201.0
57,111001,0.01433277586820662,202.0
14,001110,0.018245751652407927,203.0
49,110001,0.01248451909389207,241.0
44,101100,0.012326009666575249,285.0
54,110110,0.011552912205581379,334.0
12,001100,0.0029608081253386428,383.0
58,111010,0.010274940494889327,386.0
50,110010,0.009580248408306322,441.0
61,111101,0.007033737100099612,499.0
52,110100,0.00496721070385913,562.0
56,111000,0.004771043573481527,630.0
48,110000,0.0024626718723071176,701.0
62,111110,0.0043895909197938995,779.0
23,010111,5.830370665043913e-05,1028.0
60,111100,0.0018641239079814852,1119.0
27,011011,3.6756241101688905e-05,1120.0
19,010011,6.97809605367066e-05,1215.0
39,100111,0.00011815809991795855,1216.0
43,101011,0.0001968645570157291,1316.0
7,000111,0.00012487772113156537,1418.0
35,100011,0.00011276653946474543,1419.0
11,001011,0.00014060441926492054,1526.0
3,000011,0.00010699448518980848,1637.0
31,011111,6.810808174774637e-05,1753.0
47,101111,0.00014751005696846378,1997.0
15,001111,0.00011971837585415364,2255.0
55,110111,1.177257423354845e-05,2674.0
59,111011,1.6872723430923317e-06,2822.0
51,110011,4.1700966119707514e-05,2973.0
63,111111,0.00029942326687169103,3791.0
