,result,prop,energy
1,000001,0.24998701309698565,25.0
9,001001,0.004128826901398335,26.0
18,010010,0.006072102169288805,27.0
26,011010,0.033859059864478465,28.0
38,100110,0.04127171463358089,28.0
29,011101,0.017423369625750657,29.0
5,000101,0.0298974525838853,30.0
33,100001,0.06621189691603246,31.0
42,101010,0.005131213726383561,32.0
22,010110,0.005049522839237447,32.0
20,010100,0.0330077718418897,36.0
6,000110,0.004798288177839966,38.0
34,100010,0.007978883300907737,39.0
41,101001,0.0020993641949428876,40.0
24,011000,0.030923187619603703,48.0
45,101101,0.0028213329037911723,49.0
10,001010,0.012080270068576072,50.0
17,010001,0.025781860201962433,51.0
37,100101,0.00798026101657211,52.0
16,010000,0.010734176695230161,63.0
36,100100,0.00011492267995769697,64.0
2,000010,0.02863578162450141,65.0
25,011001,0.012598824858798284,68.0
13,001101,0.0026685026184482246,83.0
40,101000,0.0024026830388053145,84.0
30,011110,0.00910318750695009,85.0
21,010101,0.0005184290775955338,88.0
4,000100,0.010281806457213261,106.0
32,100000,0.0038842521264345923,107.0
8,001000,0.010311134893198357,134.0
46,101110,0.003826896053923,137.0
0,000000,0.006569941782161723,165.0
53,110101,0.056854413202697525,166.0
28,011100,0.0021274592268395,201.0
57,111001,0.01852560024790447,202.0
14,001110,0.011501104624297646,203.0
49,110001,0.003338558451609183,241.0
44,101100,0.002143694316697115,285.0
54,110110,0.004484720804094094,334.0
12,001100,9.482626156195259e-05,383.0
58,111010,0.03439003285806459,386.0
50,110010,0.01639763456477115,441.0
61,111101,0.025386073834034236,499.0
52,110100,0.0051589267427818225,562.0
56,111000,0.011795709252063186,630.0
48,110000,0.002146642021622967,701.0
62,111110,0.013346136053602662,779.0
23,010111,0.006688230582652069,1028.0
60,111100,0.002221434504279211,1119.0
27,011011,0.0022544507404101918,1120.0
19,010011,0.008286597639901562,1215.0
39,100111,0.018048701693484725,1216.0
43,101011,0.007888250235748958,1316.0
7,000111,0.012261284482991075,1418.0
35,100011,0.002779422060782181,1419.0
11,001011,0.009095322004577385,1526.0
3,000011,0.0008709566837401581,1637.0
31,011111,0.01780380839346584,1753.0
47,101111,0.004614314058036186,1997.0
15,001111,0.0030479913575445273,2255.0
55,110111,0.0010703186228676138,2674.0
59,111011,0.0069058659487384495,2822.0
51,110011,0.0002992391551946495,2973.0
63,111111,1.8348276604072083e-05,3791.0
