,result,prop,energy
1,000001,0.015799475435537554,25.0
9,001001,0.016148145305054366,26.0
18,010010,0.01634644520993482,27.0
26,011010,0.01623961067791713,28.0
38,100110,0.01620339669621152,28.0
29,011101,0.016275747245443895,29.0
5,000101,0.016116162481398636,30.0
33,100001,0.01630572812410863,31.0
42,101010,0.016140754959954227,32.0
22,010110,0.016260190292002596,32.0
20,010100,0.015420071720386768,36.0
6,000110,0.016304563678364865,38.0
34,100010,0.016353594812592135,39.0
41,101001,0.016257464303581392,40.0
24,011000,0.015455084109030702,48.0
45,101101,0.01627132472870798,49.0
10,001010,0.01627967073382596,50.0
17,010001,0.01624493243530624,51.0
37,100101,0.01625172458548413,52.0
16,010000,0.014751782143353698,63.0
36,100100,0.015554165407090466,64.0
2,000010,0.016028446384209097,65.0
25,011001,0.016270144571932283,68.0
13,001101,0.015986115027041243,83.0
40,101000,0.01561825151990271,84.0
30,011110,0.016220723397937502,85.0
21,010101,0.016272398964629536,88.0
4,000100,0.013991079674196563,106.0
32,100000,0.014957969524452754,107.0
8,001000,0.014153301663161628,134.0
46,101110,0.01618639900351578,137.0
0,000000,0.013132441429108455,165.0
53,110101,0.016197384040364818,166.0
28,011100,0.015202672227251786,201.0
57,111001,0.01620149165480325,202.0
14,001110,0.016160516257229807,203.0
49,110001,0.016093811503135064,241.0
44,101100,0.015349328747771764,285.0
54,110110,0.01618160726656516,334.0
12,001100,0.013717882914447196,383.0
58,111010,0.016131922052304813,386.0
50,110010,0.016132170872407297,441.0
61,111101,0.016084087632515443,499.0
52,110100,0.01493129801158643,562.0
56,111000,0.015001537385417797,630.0
48,110000,0.01419294238813381,701.0
62,111110,0.0160140890371197,779.0
23,010111,0.015817671193868104,1028.0
60,111100,0.014574450025660001,1119.0
27,011011,0.01583660982346751,1120.0
19,010011,0.015613800025293688,1215.0
39,100111,0.015779471571067072,1216.0
43,101011,0.015780230487287928,1316.0
7,000111,0.015248854208408274,1418.0
35,100011,0.015622189172768844,1419.0
11,001011,0.015288745012460917,1526.0
3,000011,0.014722151962458211,1637.0
31,011111,0.015583751456453077,1753.0
47,101111,0.015554788994197313,1997.0
15,001111,0.014935538626235841,2255.0
55,110111,0.01524320547856339,2674.0
59,111011,0.015234992108558665,2822.0
51,110011,0.014911699554384896,2973.0
63,111111,0.014861802062423317,3791.0
