,step_no,cost,params
0,1,6129.999999999897,"[[ 9.99976641e-15  9.99996537e-15  9.99984124e-15  9.99997322e-15
   9.99991095e-15  9.99997563e-15]
 [-1.32995196e+04 -6.63666921e+03 -7.70772557e+03 -6.11480753e+03
  -6.81553722e+03 -6.23147236e+03]]"
