,result,prop,energy
1,000001,0.020567648729321406,25.0
9,001001,0.028525183275284773,26.0
18,010010,0.035511582965926186,27.0
26,011010,0.03735493699746783,28.0
38,100110,0.036182537025935914,28.0
29,011101,0.026949602675865873,29.0
5,000101,0.028457698389446354,30.0
33,100001,0.033013764844785375,31.0
42,101010,0.03391215395445754,32.0
22,010110,0.0392431397611052,32.0
20,010100,0.022818009675958106,36.0
6,000110,0.031487438842910394,38.0
34,100010,0.0335926193557594,39.0
41,101001,0.03535962758879861,40.0
24,011000,0.023470033740282233,48.0
45,101101,0.024860349572842482,49.0
10,001010,0.030784426151767606,50.0
17,010001,0.033373226392113396,51.0
37,100101,0.03663006049293208,52.0
16,010000,0.013093250939083168,63.0
36,100100,0.024452762954133296,64.0
2,000010,0.023445582875448505,65.0
25,011001,0.03704635287033357,68.0
13,001101,0.018946467838699972,83.0
40,101000,0.024758091601954565,84.0
30,011110,0.024275078513848344,85.0
21,010101,0.0378619135014456,88.0
4,000100,0.007317240765088482,106.0
32,100000,0.014483039657223168,107.0
8,001000,0.007806581515827302,134.0
46,101110,0.021172930692578314,137.0
0,000000,0.0032163874958672026,165.0
53,110101,0.01531218960971717,166.0
28,011100,0.013157686840481431,201.0
57,111001,0.014112026632602775,202.0
14,001110,0.01827929532667551,203.0
49,110001,0.012505945343065455,241.0
44,101100,0.013204146201789373,285.0
54,110110,0.011320958788662811,334.0
12,001100,0.0038829873185098995,383.0
58,111010,0.010067280792780115,386.0
50,110010,0.009497308680955762,441.0
61,111101,0.007010755541402767,499.0
52,110100,0.005472530167910818,562.0
56,111000,0.005199119818733541,630.0
48,110000,0.0029428148564394625,701.0
62,111110,0.004339349669182042,779.0
23,010111,6.250701216905589e-05,1028.0
60,111100,0.002063422586216845,1119.0
27,011011,3.18694653352374e-05,1120.0
19,010011,7.235138380449883e-05,1215.0
39,100111,0.0001034313222575376,1216.0
43,101011,0.0001794069351609817,1316.0
7,000111,0.0001223078674871093,1418.0
35,100011,0.00010268690800136656,1419.0
11,001011,0.0001339429195022835,1526.0
3,000011,0.00010460617114751052,1637.0
31,011111,7.278294652544818e-05,1753.0
47,101111,0.0001589079937869415,1997.0
15,001111,0.00012773336117869504,2255.0
55,110111,2.2859091746743723e-05,2674.0
59,111011,8.316878111827643e-06,2822.0
51,110011,6.122607810807719e-05,2973.0
63,111111,0.0002975238360448421,3791.0
