,result,prop,energy
1,000001,0.2463109552341575,25.0
9,001001,0.0033428733109470885,26.0
18,010010,0.005754743913713841,27.0
26,011010,0.02804567040471206,28.0
38,100110,0.046640384027236616,28.0
29,011101,0.01046019135251538,29.0
5,000101,0.03498391177099843,30.0
33,100001,0.06951466298286299,31.0
42,101010,0.0023593394494407396,32.0
22,010110,0.008245460521723468,32.0
20,010100,0.028238611189866744,36.0
6,000110,0.006092081157030048,38.0
34,100010,0.00253358889862431,39.0
41,101001,0.0033882982067469135,40.0
24,011000,0.025078278307739416,48.0
45,101101,0.0030918447273580655,49.0
10,001010,0.012388817815838732,50.0
17,010001,0.023478191213181707,51.0
37,100101,0.00750305521700411,52.0
16,010000,0.012812875346392248,63.0
36,100100,0.000614308618534934,64.0
2,000010,0.02291909299092603,65.0
25,011001,0.017370871223315716,68.0
13,001101,0.0021765601206369333,83.0
40,101000,0.005328557085437279,84.0
30,011110,0.0129417939078271,85.0
21,010101,0.00017461352170005837,88.0
4,000100,0.010908074426711399,106.0
32,100000,0.002093568361922919,107.0
8,001000,0.008895945995780967,134.0
46,101110,0.0027004468789328974,137.0
0,000000,0.008056828160146258,165.0
53,110101,0.0472066677010374,166.0
28,011100,0.003045170245883928,201.0
57,111001,0.016951615099159486,202.0
14,001110,0.012935922129601317,203.0
49,110001,0.0022051654860773314,241.0
44,101100,0.0038719011518917935,285.0
54,110110,0.006350626003717266,334.0
12,001100,0.0012868584962235894,383.0
58,111010,0.03353349120616973,386.0
50,110010,0.015288017635622576,441.0
61,111101,0.02685703981783552,499.0
52,110100,0.0017701891366034186,562.0
56,111000,0.009031269035874291,630.0
48,110000,0.0032380950250336764,701.0
62,111110,0.015639751459807748,779.0
23,010111,0.009241291218550158,1028.0
60,111100,0.0053494044729460715,1119.0
27,011011,0.0012920060197011793,1120.0
19,010011,0.007279590160345588,1215.0
39,100111,0.021398752683117715,1216.0
43,101011,0.011980624356175468,1316.0
7,000111,0.010104629529603351,1418.0
35,100011,0.007013404008421351,1419.0
11,001011,0.011088084882149608,1526.0
3,000011,0.0011903322288810626,1637.0
31,011111,0.015998585261472405,1753.0
47,101111,0.003516529575727261,1997.0
15,001111,0.006143061640068538,2255.0
55,110111,0.0009758309646284229,2674.0
59,111011,0.013333954286686212,2822.0
51,110011,0.0003964687910697556,2973.0
63,111111,4.1173949939023e-05,3791.0
