,result,prop,energy
1,000001,0.10100721973847235,25.0
9,001001,0.0002456457454777871,26.0
18,010010,0.00393149201666431,27.0
26,011010,0.02823379657789184,28.0
38,100110,0.018891292051660288,28.0
29,011101,0.024674492701170007,29.0
5,000101,0.017792496173885553,30.0
33,100001,0.0130187556792748,31.0
42,101010,0.005250383150585434,32.0
22,010110,3.785348399793593e-05,32.0
20,010100,0.006078111812125485,36.0
6,000110,0.0058719518109388354,38.0
34,100010,0.0017767773177650597,39.0
41,101001,0.01759224198246272,40.0
24,011000,0.03227472932813819,48.0
45,101101,0.0010318636976692792,49.0
10,001010,0.008504780459561092,50.0
17,010001,0.004744101707102212,51.0
37,100101,0.012650315628551394,52.0
16,010000,0.030679051982475874,63.0
36,100100,0.01287956013394205,64.0
2,000010,0.013103854517769305,65.0
25,011001,0.05751767649190952,68.0
13,001101,0.03697800222745336,83.0
40,101000,0.011316643830785228,84.0
30,011110,0.0006841679842986405,85.0
21,010101,0.0023396740146729733,88.0
4,000100,0.03356881601979192,106.0
32,100000,0.09623857626051786,107.0
8,001000,0.004188219886668566,134.0
46,101110,0.014525761238925723,137.0
0,000000,0.022487481485529193,165.0
53,110101,0.011176254355491334,166.0
28,011100,0.017987894320959916,201.0
57,111001,0.005335189790360965,202.0
14,001110,0.0030419995286769465,203.0
49,110001,0.006103140125115898,241.0
44,101100,0.032061867899186185,285.0
54,110110,0.05575270577363013,334.0
12,001100,0.009002039014968365,383.0
58,111010,0.014329142685005318,386.0
50,110010,0.00244843118617829,441.0
61,111101,0.017658597043539625,499.0
52,110100,0.012209589862585017,562.0
56,111000,0.020925331271543817,630.0
48,110000,0.014143159432783936,701.0
62,111110,0.04690110203785353,779.0
23,010111,0.0007752807500488288,1028.0
60,111100,0.0006796653104153004,1119.0
27,011011,0.0009375029538372572,1120.0
19,010011,0.0026588652626989,1215.0
39,100111,0.01685929637816251,1216.0
43,101011,0.0041481637120833505,1316.0
7,000111,0.005173895141752657,1418.0
35,100011,0.01610142227284804,1419.0
11,001011,0.009310714470886675,1526.0
3,000011,0.005309191491606362,1637.0
31,011111,0.005859447284790785,1753.0
47,101111,0.0001867924851944577,1997.0
15,001111,0.005483498070649632,2255.0
55,110111,0.006794227847632742,2674.0
59,111011,0.0005649122064881209,2822.0
51,110011,0.008580600767364277,2973.0
63,111111,0.001384292127510142,3791.0
